season,team,player_id
2023,NYG,00-0037519
2023,SF,00-0037521
2023,ARI,00-0037522
2023,SF,00-0037524
2023,SF,00-0037525
2023,NYJ,00-0037526
2023,IND,00-0037527
2023,NYJ,00-0037529
2023,WAS,00-0037535
2023,CLE,00-0037536
2023,IND,00-0037537
2023,DEN,00-0037539
2023,NO,00-0037540
2023,CHI,00-0037542
2023,NO,00-0037544
2023,NO,00-0037545
2023,MIN,00-0037546
2023,GB,00-0037547
2023,IND,00-0037549
2023,NYJ,00-0037551
2023,NO,00-0037553
2023,CAR,00-0037556
2023,LA,00-0037557
2023,CAR,00-0037560
2023,DAL,00-0037561
2023,DAL,00-0037563
2023,DAL,00-0037564
2023,TEN,00-0037565
2023,KC,00-0037566
2023,DAL,00-0037569
2023,NYG,00-0037570
2023,DAL,00-0037572
2023,TB,00-0037573
2023,IND,00-0037577
2023,DAL,00-0037578
2023,ATL,00-0037580
2023,PIT,00-0037582
2023,LAC,00-0037583
2023,NE,00-0037584
2023,NYG,00-0037585
2023,ATL,00-0037587
2023,ATL,00-0037590
2023,CLE,00-0037591
2023,ARI,00-0037592
2023,TEN,00-0037593
2023,TEN,00-0037594
2023,TEN,00-0037596
2023,ARI,00-0037598
2023,LV,00-0037600
2023,NYJ,00-0037601
2023,SF,00-0037602
2023,CAR,00-0037603
2023,TEN,00-0037604
2023,TEN,00-0037605
2023,TEN,00-0037607
2023,BAL,00-0037608
2023,LAC,00-0037609
2023,NYG,00-0037611
2023,NYG,00-0037612
2023,HOU,00-0037613
2023,HOU,00-0037614
2023,PHI,00-0037615
2023,IND,00-0037616
2023,TEN,00-0037617
2023,LA,00-0037618
2023,MIA,00-0037619
2023,NE,00-0037620
2023,NYG,00-0037621
2023,NYJ,00-0037625
2023,TB,00-0037627
2023,LA,00-0037633
2023,KC,00-0037634
2023,MIN,00-0037636
2023,NYG,00-0037638
2023,MIN,00-0037639
2023,ATL,00-0037654
2023,SEA,00-0037658
2023,NO,00-0037660
2023,BUF,00-0037661
2023,TB,00-0037662
2023,NYJ,00-0037663
2023,IND,00-0037664
2023,DAL,00-0037665
2023,DAL,00-0037666
2023,DET,00-0037667
2023,ATL,00-0037670
2023,WAS,00-0037686
2023,DAL,00-0037692
2023,DET,00-0037708
2023,NE,00-0037711
2023,NE,00-0037724
2023,NYJ,00-0037740
2023,WAS,00-0037741
2023,TEN,00-0037742
2023,CIN,00-0037743
2023,ARI,00-0037744
2023,CHI,00-0037745
2023,WAS,00-0037746
2023,BAL,00-0037747
2023,ARI,00-0037748
2023,HOU,00-0037751
2023,CIN,00-0037752
2023,CIN,00-0037753
2023,TEN,00-0037754
2023,IND,00-0037755
2023,BAL,00-0037756
2023,IND,00-0037757
2023,NYG,00-0037758
2023,PIT,00-0037759
2023,CIN,00-0037760
2023,DAL,00-0037801
2023,CIN,00-0037804
2023,NYJ,00-0037805
2023,NE,00-0037806
2023,NYG,00-0037807
2023,ATL,00-0037808
2023,TEN,00-0037809
2023,ATL,00-0037810
2023,JAX,00-0037811
2023,SEA,00-0037812
2023,MIA,00-0037813
2023,JAX,00-0037814
2023,ARI,00-0037815
2023,GB,00-0037816
2023,GB,00-0037817
2023,LAC,00-0037818
2023,KC,00-0037819
2023,SEA,00-0037821
2023,MIN,00-0037822
2023,HOU,00-0037823
2023,BAL,00-0037825
2023,SF,00-0037826
2023,SF,00-0037827
2023,SF,00-0037828
2023,SF,00-0037829
2023,SF,00-0037830
2023,SF,00-0037831
2023,SF,00-0037832
2023,WAS,00-0037833
2023,SF,00-0037834
2023,TB,00-0037835
2023,LA,00-0037836
2023,PIT,00-0037837
2023,BAL,00-0037838
2023,LA,00-0037839
2023,LA,00-0037840
2023,LA,00-0037841
2023,LA,00-0037842
2023,CHI,00-0037843
2023,LA,00-0037844
2023,LA,00-0037845
2023,BAL,00-0037984
2023,BAL,00-0038038
2023,LV,00-0038039
2023,LV,00-0038040
2023,DAL,00-0038041
2023,TB,00-0038042
2023,KC,00-0038043
2023,ATL,00-0038044
2023,LAC,00-0038045
2023,BAL,00-0038046
2023,WAS,00-0038073
2023,KC,00-0038090
2023,LAC,00-0038091
2023,MIA,00-0038092
2023,KC,00-0038093
2023,BAL,00-0038094
2023,CIN,00-0038095
2023,DET,00-0038096
2023,NYG,00-0038097
2023,CLE,00-0038098
2023,WAS,00-0038099
2023,WAS,00-0038100
2023,MIN,00-0038101
2023,PIT,00-0038102
2023,NE,00-0038103
2023,NE,00-0038104
2023,DEN,00-0038105
2023,DEN,00-0038106
2023,NYJ,00-0038107
2023,NE,00-0038108
2023,CHI,00-0038111
2023,PHI,00-0038112
2023,PHI,00-0038113
2023,NYJ,00-0038114
2023,NYG,00-0038115
2023,ATL,00-0038116
2023,NYG,00-0038117
2023,BAL,00-0038118
2023,BAL,00-0038119
2023,NYJ,00-0038120
2023,NO,00-0038121
2023,ATL,00-0038122
2023,NYG,00-0038123
2023,GB,00-0038124
2023,TEN,00-0038125
2023,NYJ,00-0038126
2023,TB,00-0038127
2023,TEN,00-0038128
2023,TB,00-0038129
2023,MIN,00-0038130
2023,MIN,00-0038131
2023,NE,00-0038132
2023,SEA,00-0038133
2023,SEA,00-0038134
2023,CHI,00-0038135
2023,SEA,00-0038136
2023,CIN,00-0038137
2023,JAX,00-0038141
2023,BAL,00-0038142
2023,IND,00-0038143
2023,HOU,00-0038144
2023,TEN,00-0038145
2023,MIN,00-0038147
2023,ATL,00-0038149
2023,NE,00-0038150
2023,GB,00-0038151
2023,LA,00-0038152
2023,ATL,00-0038156
2023,MIN,00-0038181
2023,CAR,00-0038253
2023,JAX,00-0038295
2023,ATL,00-0038304
2023,LA,00-0038325
2023,DAL,00-0038348
2023,LA,00-0038354
2023,LA,00-0038356
2023,LA,00-0038358
2023,LA,00-0038359
2023,LA,00-0038360
2023,LA,00-0038361
2023,LA,00-0038365
2023,LA,00-0038366
2023,CHI,00-0038368
2023,LA,00-0038369
2023,LA,00-0038370
2023,LA,00-0038371
2023,WAS,00-0038381
2023,BAL,00-0038382
2023,BAL,00-0038383
2023,LA,00-0038384
2023,LA,00-0038385
2023,PHI,00-0038386
2023,GB,00-0038387
2023,PIT,00-0038388
2023,NYJ,00-0038389
2023,CHI,00-0038390
2023,GB,00-0038391
2023,IND,00-0038392
2023,GB,00-0038393
2023,IND,00-0038394
2023,CHI,00-0038395
2023,NYG,00-0038396
2023,IND,00-0038397
2023,GB,00-0038398
2023,NYJ,00-0038399
2023,PHI,00-0038400
2023,NYJ,00-0038401
2023,GB,00-0038402
2023,NYG,00-0038403
2023,IND,00-0038404
2023,CIN,00-0038405
2023,NYJ,00-0038406
2023,IND,00-0038407
2023,GB,00-0038408
2023,PHI,00-0038409
2023,IND,00-0038410
2023,GB,00-0038411
2023,PHI,00-0038412
2023,NYG,00-0038413
2023,BUF,00-0038414
2023,CHI,00-0038416
2023,CHI,00-0038417
2023,CHI,00-0038419
2023,CHI,00-0038421
2023,PIT,00-0038422
2023,WAS,00-0038423
2023,CHI,00-0038424
2023,CHI,00-0038425
2023,GB,00-0038427
2023,IND,00-0038429
2023,GB,00-0038430
2023,IND,00-0038432
2023,PIT,00-0038433
2023,PHI,00-0038434
2023,ATL,00-0038437
2023,IND,00-0038439
2023,IND,00-0038440
2023,SEA,00-0038444
2023,BAL,00-0038445
2023,BAL,00-0038446
2023,BAL,00-0038447
2023,BAL,00-0038448
2023,BAL,00-0038451
2023,BAL,00-0038452
2023,BAL,00-0038453
2023,BAL,00-0038454
2023,BAL,00-0038455
2023,ARI,00-0038456
2023,BAL,00-0038458
2023,BAL,00-0038459
2023,BAL,00-0038460
2023,BAL,00-0038461
2023,GB,00-0038462
2023,GB,00-0038463
2023,NO,00-0038464
2023,GB,00-0038465
2023,GB,00-0038466
2023,LA,00-0038467
2023,GB,00-0038468
2023,GB,00-0038469
2023,GB,00-0038470
2023,GB,00-0038471
2023,PIT,00-0038472
2023,NYG,00-0038473
2023,CAR,00-0038475
2023,NYG,00-0038476
2023,NYG,00-0038477
2023,NYG,00-0038478
2023,NYG,00-0038479
2023,NYG,00-0038480
2023,NYG,00-0038481
2023,PHI,00-0038482
2023,PHI,00-0038483
2023,PHI,00-0038484
2023,MIN,00-0038485
2023,ATL,00-0038486
2023,PHI,00-0038487
2023,SEA,00-0038488
2023,PHI,00-0038489
2023,TEN,00-0038490
2023,GB,00-0038491
2023,NYJ,00-0038492
2023,CAR,00-0038493
2023,KC,00-0038494
2023,NYJ,00-0038495
2023,NYJ,00-0038496
2023,NYJ,00-0038497
2023,LV,00-0038498
2023,ARI,00-0038499
2023,LAC,00-0038500
2023,NYJ,00-0038501
2023,NE,00-0038502
2023,NYJ,00-0038503
2023,BAL,00-0038504
2023,BAL,00-0038505
2023,NYG,00-0038506
2023,GB,00-0038507
2023,CHI,00-0038509
2023,KC,00-0038510
2023,KC,00-0038511
2023,KC,00-0038513
2023,KC,00-0038514
2023,KC,00-0038516
2023,KC,00-0038517
2023,KC,00-0038518
2023,KC,00-0038519
2023,KC,00-0038520
2023,DEN,00-0038521
2023,CLE,00-0038523
2023,CHI,00-0038524
2023,CHI,00-0038525
2023,CHI,00-0038526
2023,GB,00-0038528
2023,NE,00-0038529
2023,GB,00-0038530
2023,IND,00-0038531
2023,IND,00-0038532
2023,IND,00-0038533
2023,MIA,00-0038534
2023,CAR,00-0038535
2023,CAR,00-0038536
2023,CAR,00-0038537
2023,CAR,00-0038538
2023,CAR,00-0038539
2023,ARI,00-0038540
2023,LV,00-0038541
2023,ATL,00-0038542
2023,SEA,00-0038543
2023,LAC,00-0038544
2023,DAL,00-0038545
2023,CIN,00-0038546
2023,DAL,00-0038547
2023,BUF,00-0038548
2023,CIN,00-0038549
2023,DET,00-0038550
2023,NO,00-0038551
2023,DEN,00-0038552
2023,LAC,00-0038553
2023,SF,00-0038554
2023,JAX,00-0038555
2023,DAL,00-0038556
2023,BUF,00-0038557
2023,PIT,00-0038558
2023,ARI,00-0038559
2023,CIN,00-0038560
2023,CLE,00-0038561
2023,SF,00-0038562
2023,LV,00-0038563
2023,SF,00-0038564
2023,MIN,00-0038565
2023,NO,00-0038566
2023,NE,00-0038567
2023,ATL,00-0038568
2023,NE,00-0038569
2023,JAX,00-0038570
2023,ARI,00-0038571
2023,SEA,00-0038572
2023,LAC,00-0038573
2023,CLE,00-0038574
2023,DAL,00-0038575
2023,CIN,00-0038576
2023,PIT,00-0038577
2023,MIN,00-0038578
2023,LV,00-0038579
2023,JAX,00-0038580
2023,WAS,00-0038581
2023,ARI,00-0038582
2023,CLE,00-0038583
2023,MIN,00-0038584
2023,CLE,00-0038585
2023,NE,00-0038586
2023,CAR,00-0038587
2023,NO,00-0038588
2023,TEN,00-0038589
2023,BUF,00-0038590
2023,SEA,00-0038591
2023,DET,00-0038592
2023,SEA,00-0038593
2023,SF,00-0038594
2023,LAC,00-0038595
2023,JAX,00-0038596
2023,CIN,00-0038597
2023,MIN,00-0038598
2023,HOU,00-0038599
2023,ARI,00-0038600
2023,DAL,00-0038601
2023,LV,00-0038602
2023,SF,00-0038603
2023,DAL,00-0038604
2023,DEN,00-0038605
2023,JAX,00-0038606
2023,TEN,00-0038607
2023,NE,00-0038608
2023,CLE,00-0038609
2023,NE,00-0038610
2023,WAS,00-0038611
2023,NO,00-0038612
2023,SEA,00-0038613
2023,LAC,00-0038614
2023,HOU,00-0038615
2023,JAX,00-0038616
2023,LV,00-0038617
2023,HOU,00-0038618
2023,CIN,00-0038619
2023,JAX,00-0038620
2023,NE,00-0038621
2023,DAL,00-0038622
2023,ARI,00-0038623
2023,IND,00-0038624
2023,SF,00-0038625
2023,CIN,00-0038626
2023,DET,00-0038627
2023,ATL,00-0038628
2023,ATL,00-0038629
2023,JAX,00-0038630
2023,JAX,00-0038631
2023,TEN,00-0038632
2023,HOU,00-0038633
2023,LV,00-0038634
2023,WAS,00-0038635
2023,SEA,00-0038636
2023,LAC,00-0038637
2023,JAX,00-0038638
2023,PIT,00-0038639
2023,DAL,00-0038640
2023,NE,00-0038641
2023,CIN,00-0038642
2023,SF,00-0038643
2023,HOU,00-0038644
2023,PIT,00-0038645
2023,NE,00-0038646
2023,SF,00-0038647
2023,SF,00-0038648
2023,DEN,00-0038649
2023,DET,00-0038650
2023,HOU,00-0038651
2023,LV,00-0038652
2023,LA,00-0038653
2023,DET,00-0038654
2023,DET,00-0038655
2023,DET,00-0038656
2023,DET,00-0038657
2023,DET,00-0038658
2023,ARI,00-0038660
2023,DET,00-0038661
2023,ATL,00-0038662
2023,ARI,00-0038663
2023,JAX,00-0038666
2023,JAX,00-0038667
2023,NYG,00-0038668
2023,JAX,00-0038669
2023,JAX,00-0038670
2023,JAX,00-0038671
2023,JAX,00-0038672
2023,JAX,00-0038673
2023,ARI,00-0038674
2023,BUF,00-0038675
2023,BUF,00-0038676
2023,NO,00-0038678
2023,BUF,00-0038679
2023,BUF,00-0038680
2023,CLE,00-0038681
2023,DET,00-0038682
2023,MIA,00-0038683
2023,MIA,00-0038684
2023,MIA,00-0038685
2023,MIA,00-0038686
2023,MIA,00-0038687
2023,MIA,00-0038688
2023,MIA,00-0038691
2023,WAS,00-0038692
2023,CIN,00-0038693
2023,MIA,00-0038694
2023,HOU,00-0038695
2023,DEN,00-0038696
2023,MIA,00-0038697
2023,MIA,00-0038699
2023,MIA,00-0038700
2023,ARI,00-0038702
2023,ARI,00-0038703
2023,ARI,00-0038704
2023,ARI,00-0038705
2023,ARI,00-0038706
2023,GB,00-0038707
2023,ARI,00-0038708
2023,ARI,00-0038709
2023,ARI,00-0038710
2023,CLE,00-0038711
2023,CLE,00-0038712
2023,CLE,00-0038713
2023,KC,00-0038714
2023,CLE,00-0038715
2023,NYG,00-0038716
2023,CLE,00-0038717
2023,CLE,00-0038718
2023,CLE,00-0038719
2023,MIA,00-0038720
2023,HOU,00-0038721
2023,HOU,00-0038724
2023,HOU,00-0038725
2023,HOU,00-0038726
2023,NYJ,00-0038727
2023,HOU,00-0038728
2023,HOU,00-0038729
2023,DAL,00-0038730
2023,DAL,00-0038731
2023,DAL,00-0038732
2023,DAL,00-0038733
2023,DAL,00-0038734
2023,DAL,00-0038735
2023,DAL,00-0038736
2023,IND,00-0038737
2023,DAL,00-0038738
2023,WAS,00-0038739
2023,DAL,00-0038740
2023,DAL,00-0038741
2023,DAL,00-0038742
2023,PIT,00-0038743
2023,MIN,00-0038744
2023,PIT,00-0038745
2023,PIT,00-0038746
2023,PIT,00-0038747
2023,PIT,00-0038748
2023,SEA,00-0038749
2023,SEA,00-0038752
2023,SEA,00-0038753
2023,CLE,00-0038754
2023,SEA,00-0038755
2023,PHI,00-0038757
2023,PIT,00-0038758
2023,SEA,00-0038759
2023,PHI,00-0038760
2023,CAR,00-0038762
2023,SEA,00-0038763
2023,SEA,00-0038764
2023,SEA,00-0038765
2023,SEA,00-0038767
2023,SEA,00-0038769
2023,SEA,00-0038770
2023,SEA,00-0038771
2023,GB,00-0038773
2023,CAR,00-0038775
2023,CAR,00-0038776
2023,CAR,00-0038777
2023,DET,00-0038779
2023,CAR,00-0038780
2023,LV,00-0038781
2023,CAR,00-0038782
2023,DEN,00-0038783
2023,DEN,00-0038784
2023,MIN,00-0038785
2023,DEN,00-0038788
2023,DEN,00-0038789
2023,DEN,00-0038790
2023,DEN,00-0038791
2023,DEN,00-0038792
2023,DEN,00-0038794
2023,NO,00-0038795
2023,DEN,00-0038796
2023,GB,00-0038797
2023,MIN,00-0038798
2023,MIN,00-0038799
2023,MIN,00-0038800
2023,MIN,00-0038801
2023,HOU,00-0038802
2023,MIN,00-0038803
2023,MIN,00-0038804
2023,TB,00-0038805
2023,MIN,00-0038806
2023,MIN,00-0038807
2023,GB,00-0038809
2023,MIN,00-0038810
2023,MIN,00-0038811
2023,MIN,00-0038812
2023,TB,00-0038814
2023,WAS,00-0038815
2023,TB,00-0038816
2023,TB,00-0038817
2023,TB,00-0038818
2023,TB,00-0038819
2023,TB,00-0038820
2023,TB,00-0038821
2023,TB,00-0038823
2023,TB,00-0038824
2023,TB,00-0038825
2023,SEA,00-0038826
2023,TB,00-0038827
2023,TB,00-0038828
2023,TB,00-0038829
2023,WAS,00-0038830
2023,WAS,00-0038831
2023,WAS,00-0038832
2023,WAS,00-0038835
2023,WAS,00-0038837
2023,WAS,00-0038838
2023,WAS,00-0038839
2023,WAS,00-0038840
2023,WAS,00-0038841
2023,TEN,00-0038842
2023,KC,00-0038843
2023,TEN,00-0038844
2023,TEN,00-0038845
2023,TEN,00-0038846
2023,IND,00-0038847
2023,TEN,00-0038848
2023,TEN,00-0038850
2023,TEN,00-0038851
2023,TEN,00-0038852
2023,TEN,00-0038853
2023,TEN,00-0038854
2023,LAC,00-0038856
2023,LAC,00-0038857
2023,LAC,00-0038858
2023,LAC,00-0038859
2023,LAC,00-0038860
2023,LAC,00-0038861
2023,LAC,00-0038862
2023,LAC,00-0038863
2023,LAC,00-0038864
2023,LAC,00-0038865
2023,LAC,00-0038866
2023,LAC,00-0038867
2023,DAL,00-0038868
2023,LAC,00-0038869
2023,PHI,00-0038871
2023,LAC,00-0038872
2023,LAC,00-0038873
2023,PIT,00-0038875
2023,CLE,00-0038876
2023,CAR,00-0038877
2023,SF,00-0038879
2023,CAR,00-0038880
2023,SF,00-0038882
2023,SF,00-0038883
2023,TB,00-0038885
2023,CIN,00-0038886
2023,CIN,00-0038887
2023,CIN,00-0038888
2023,CIN,00-0038889
2023,CIN,00-0038890
2023,CIN,00-0038891
2023,CIN,00-0038892
2023,CIN,00-0038893
2023,CIN,00-0038894
2023,PIT,00-0038895
2023,ATL,00-0038896
2023,CIN,00-0038897
2023,CIN,00-0038898
2023,NO,00-0038899
2023,NO,00-0038901
2023,NO,00-0038902
2023,NO,00-0038903
2023,LV,00-0038904
2023,NO,00-0038905
2023,NO,00-0038906
2023,GB,00-0038907
2023,NO,00-0038908
2023,NO,00-0038909
2023,DAL,00-0038910
2023,BAL,00-0038911
2023,DEN,00-0038913
2023,SEA,00-0038914
2023,LV,00-0038915
2023,NE,00-0038916
2023,LV,00-0038918
2023,LV,00-0038919
2023,LV,00-0038920
2023,LV,00-0038921
2023,SEA,00-0038922
2023,LV,00-0038923
2023,TB,00-0038924
2023,ATL,00-0038925
2023,ATL,00-0038926
2023,ATL,00-0038927
2023,ATL,00-0038928
2023,SEA,00-0038929
2023,ATL,00-0038930
2023,ARI,00-0038931
2023,CHI,00-0038932
2023,BUF,00-0038933
2023,JAX,00-0038934
2023,JAX,00-0038935
2023,HOU,00-0038936
2023,CHI,00-0038937
2023,NYG,00-0038938
2023,DET,00-0038939
2023,JAX,00-0038940
2023,CHI,00-0038941
2023,LA,00-0038943
2023,CAR,00-0038944
2023,LA,00-0038946
2023,LA,00-0038947
2023,LA,00-0038948
2023,LA,00-0038949
2023,LA,00-0038950
2023,TB,00-0038951
2023,NYG,00-0038953
2023,KC,00-0038954
2023,JAX,00-0038955
2023,KC,00-0038956
2023,PIT,00-0038957
2023,TB,00-0038958
2023,TB,00-0038959
2023,TEN,00-0038960
2023,TEN,00-0038961
2023,TEN,00-0038962
2023,TEN,00-0038963
2023,NO,00-0038964
2023,GB,00-0038965
2023,ATL,00-0038966
2023,ATL,00-0038967
2023,LA,00-0038968
2023,TEN,00-0038969
2023,DEN,00-0038976
2023,HOU,00-0038977
2023,LV,00-0038978
2023,CLE,00-0038979
2023,ATL,00-0038980
2023,KC,00-0038981
2023,KC,00-0038982
2023,KC,00-0038983
2023,ARI,00-0038984
2023,TEN,00-0038985
2023,KC,00-0038986
2023,CAR,00-0038990
2023,LA,00-0038991
2023,MIN,00-0038994
2023,NO,00-0038995
2023,GB,00-0038996
2023,IND,00-0038997
2023,NO,00-0038998
2023,IND,00-0038999
2023,NYG,00-0039000
2023,PHI,00-0039001
2023,PHI,00-0039002
2023,DEN,00-0039003
2023,NYJ,00-0039004
2023,HOU,00-0039005
2023,KC,00-0039006
2023,ARI,00-0039007
2023,WAS,00-0039008
2023,HOU,00-0039009
2023,WAS,00-0039010
2023,ARI,00-0039011
2023,NE,00-0039012
2023,PHI,00-0039013
2023,CLE,00-0039014
2023,SEA,00-0039015
2023,PIT,00-0039016
2023,DET,00-0039018
2023,NYG,00-0039019
2023,SEA,00-0039020
2023,CHI,00-0039021
2023,GB,00-0039022
2023,GB,00-0039023
2023,NYJ,00-0039028
2023,NE,00-0039030
2023,IND,00-0039031
2023,TEN,00-0039032
2023,NYJ,00-0039033
2023,TEN,00-0039034
2023,SEA,00-0039037
2023,BUF,00-0039038
2023,MIA,00-0039040
2023,ARI,00-0039041
2023,MIA,00-0039042
2023,MIN,00-0039043
2023,DEN,00-0039045
2023,MIN,00-0039046
2023,SEA,00-0039047
2023,ATL,00-0039048
2023,TB,00-0039049
2023,TB,00-0039050
2023,TB,00-0039051
2023,TB,00-0039052
2023,TB,00-0039053
2023,NE,00-0039054
2023,LA,00-0039058
2023,LA,00-0039059
2023,LA,00-0039060
2023,LA,00-0039061
2023,CAR,00-0039062
2023,TB,00-0039063
2023,BAL,00-0039064
2023,DET,00-0039065
2023,LV,00-0039066
2023,KC,00-0039067
2023,TB,00-0039068
2023,CHI,00-0039070
2023,CHI,00-0039071
2023,LV,00-0039072
2023,LA,00-0039074
2023,LA,00-0039075
2023,LA,00-0039076
2023,LA,00-0039077
2023,LA,00-0039107
2023,HOU,00-0039108
2023,PIT,00-0039109
2023,PIT,00-0039110
2023,LAC,00-0039111
2023,GB,00-0039112
2023,MIA,00-0039133
2023,LA,00-0039134
2023,LA,00-0039135
2023,LA,00-0039136
2023,LA,00-0039137
2023,LA,00-0039138
2023,DET,00-0039139
2023,PHI,00-0039140
2023,DET,00-0039141
2023,NYJ,00-0039142
2023,NO,00-0039143
2023,GB,00-0039144
2023,NYJ,00-0039145
2023,GB,00-0039146
2023,NE,00-0039147
2023,NE,00-0039148
2023,WAS,00-0039149
2023,CAR,00-0039150
2023,WAS,00-0039151
2023,TEN,00-0039152
2023,ARI,00-0039155
2023,IND,00-0039156
2023,TB,00-0039157
2023,IND,00-0039158
2023,HOU,00-0039163
2023,IND,00-0039164
2023,SEA,00-0039165
2023,SEA,00-0039166
2023,PIT,00-0039167
2023,LAC,00-0039168
2023,SEA,00-0039169
2023,SEA,00-0039170
2023,GB,00-0039173
2023,KC,00-0039174
2023,MIN,00-0039175
2023,LAC,00-0039176
2023,LV,00-0039177
2023,IND,00-0039178
2023,DET,00-0039186
2023,CHI,00-0039188
2023,NE,00-0039189
2023,MIN,00-0039191
2023,PHI,00-0039192
2023,DEN,00-0022531
2024,SEA,00-0023459
2024,NYJ,00-0023742
2024,SEA,00-0023853
2024,ARI,00-0024243
2024,CHI,00-0025565
2024,TEN,00-0026027
2024,CAR,00-0026143
2024,ATL,00-0026158
2024,IND,00-0026190
2024,MIA,00-0026300
2024,BAL,00-0026498
2024,LA,00-0026858
2024,NYG,00-0027114
2024,NYJ,00-0027187
2024,MIA,00-0027224
2024,HOU,00-0027557
2024,TEN,00-0027857
2024,SF,00-0027865
2024,PHI,00-0027872
2024,BUF,00-0027881
2024,HOU,00-0027885
2024,DAL,00-0027940
2024,BUF,00-0027947
2024,NYJ,00-0027962
2024,NO,00-0027969
2024,PIT,00-0027973
2024,CAR,00-0028118
2024,NYJ,00-0028129
2024,PHI,00-0028171
2024,CIN,00-0028284
2024,CHI,00-0028292
2024,WAS,00-0028394
2024,MIA,00-0028845
2024,LAC,00-0028872
2024,CAR,00-0028899
2024,CLE,00-0028924
2024,SF,00-0028946
2024,ARI,00-0028986
2024,HOU,00-0029008
2024,CLE,00-0029255
2024,WAS,00-0029263
2024,PIT,00-0029316
2024,ARI,00-0029542
2024,MIN,00-0029562
2024,TB,00-0029592
2024,DET,00-0029597
2024,BAL,00-0029604
2024,ATL,00-0029606
2024,MIN,00-0029607
2024,NO,00-0029621
2024,NYJ,00-0029653
2024,PHI,00-0029685
2024,NYG,00-0029692
2024,DAL,00-0029709
2024,LA,00-0029714
2024,MIN,00-0029822
2024,GB,00-0029892
2024,SF,00-0029895
2024,TB,00-0029963
2024,NYG,00-0030035
2024,CAR,00-0030061
2024,WAS,00-0030062
2024,PHI,00-0030063
2024,SEA,00-0030067
2024,MIA,00-0030070
2024,LV,00-0030090
2024,BUF,00-0030092
2024,BUF,00-0030097
2024,MIN,00-0030098
2024,CLE,00-0030114
2024,MIA,00-0030140
2024,WAS,00-0030279
2024,CHI,00-0030294
2024,LAC,00-0030386
2024,TB,00-0030431
2024,HOU,00-0030459
2024,NO,00-0030500
2024,SF,00-0030506
2024,KC,00-0030561
2024,PHI,00-0030564
2024,KC,00-0030565
2024,SEA,00-0030578
2024,PIT,00-0030615
2024,KC,00-0030694
2024,NO,00-0030725
2024,WAS,00-0030757
2024,KC,00-0030827
2024,JAX,00-0030957
2024,NYG,00-0031019
2024,LAC,00-0031040
2024,LAC,00-0031054
2024,BUF,00-0031067
2024,DEN,00-0031079
2024,SF,00-0031101
2024,TB,00-0031136
2024,PIT,00-0031156
2024,WAS,00-0031177
2024,BAL,00-0031203
2024,CHI,00-0031235
2024,MIA,00-0031236
2024,DAL,00-0031237
2024,DET,00-0031254
2024,HOU,00-0031260
2024,SF,00-0031270
2024,CLE,00-0031279
2024,ATL,00-0031280
2024,NO,00-0031296
2024,NYJ,00-0031298
2024,HOU,00-0031299
2024,CAR,00-0031330
2024,NYJ,00-0031345
2024,LA,00-0031357
2024,DAL,00-0031360
2024,BAL,00-0031361
2024,CLE,00-0031363
2024,ARI,00-0031364
2024,CAR,00-0031373
2024,WAS,00-0031381
2024,NYJ,00-0031388
2024,LA,00-0031402
2024,DAL,00-0031408
2024,TB,00-0031411
2024,DAL,00-0031426
2024,CLE,00-0031428
2024,DET,00-0031484
2024,NYG,00-0031492
2024,SEA,00-0031500
2024,WAS,00-0031503
2024,CLE,00-0031534
2024,BUF,00-0031544
2024,BUF,00-0031547
2024,PHI,00-0031549
2024,BAL,00-0031550
2024,CAR,00-0031551
2024,ATL,00-0031554
2024,DAL,00-0031555
2024,PIT,00-0031557
2024,BUF,00-0031565
2024,HOU,00-0031576
2024,DET,00-0031580
2024,HOU,00-0031581
2024,IND,00-0031583
2024,ATL,00-0031584
2024,SF,00-0031585
2024,PIT,00-0031587
2024,MIN,00-0031588
2024,HOU,00-0031595
2024,DEN,00-0031608
2024,TEN,00-0031610
2024,NYG,00-0031622
2024,WAS,00-0031687
2024,MIA,00-0031690
2024,LAC,00-0031734
2024,NO,00-0031740
2024,HOU,00-0031763
2024,CHI,00-0031785
2024,TB,00-0031795
2024,CAR,00-0031800
2024,LAC,00-0031852
2024,NE,00-0031868
2024,BUF,00-0031893
2024,NO,00-0031898
2024,DEN,00-0031911
2024,PHI,00-0031921
2024,MIA,00-0031933
2024,SEA,00-0031935
2024,PIT,00-0031936
2024,JAX,00-0031938
2024,WAS,00-0031941
2024,WAS,00-0031957
2024,NYG,00-0032052
2024,WAS,00-0032053
2024,JAX,00-0032065
2024,ATL,00-0032071
2024,CIN,00-0032103
2024,LAC,00-0032104
2024,LV,00-0032107
2024,ARI,00-0032109
2024,DET,00-0032127
2024,PIT,00-0032128
2024,SF,00-0032129
2024,CLE,00-0032134
2024,PHI,00-0032141
2024,CLE,00-0032145
2024,PHI,00-0032146
2024,LAC,00-0032150
2024,KC,00-0032151
2024,SF,00-0032156
2024,TEN,00-0032162
2024,CLE,00-0032164
2024,JAX,00-0032195
2024,JAX,00-0032197
2024,TB,00-0032203
2024,LV,00-0032208
2024,ATL,00-0032211
2024,SEA,00-0032215
2024,DAL,00-0032221
2024,TEN,00-0032222
2024,KC,00-0032228
2024,NE,00-0032234
2024,SEA,00-0032242
2024,LA,00-0032265
2024,HOU,00-0032268
2024,WAS,00-0032320
